Image_ID,class,confidence,ymin,xmin,ymax,xmax,class_id,ImagePath
ID_D4ZFJE.JPG,healthy,1.0,1016.0,325.0,1562.0,718.0,2,dataset/images/train/ID_D4ZFJE.JPG
ID_D4ZFJE.JPG,healthy,1.0,935.0,758.0,1646.0,1268.0,2,dataset/images/train/ID_D4ZFJE.JPG
ID_D4ZFJE.JPG,healthy,1.0,1534.0,831.0,2092.0,1340.0,2,dataset/images/train/ID_D4ZFJE.JPG
ID_D4ZFJE.JPG,healthy,1.0,1016.0,1156.0,1646.0,1465.0,2,dataset/images/train/ID_D4ZFJE.JPG
ID_D4ZFJE.JPG,healthy,1.0,871.0,1148.0,1168.0,1553.0,2,dataset/images/train/ID_D4ZFJE.JPG
ID_ZGNPOK.jpg,healthy,1.0,54.0,3.0,169.0,88.0,2,dataset/images/train/ID_ZGNPOK.jpg
ID_ZGNPOK.jpg,healthy,1.0,97.0,4.0,351.0,142.0,2,dataset/images/train/ID_ZGNPOK.jpg
ID_ZGNPOK.jpg,healthy,1.0,1.0,154.0,54.0,304.0,2,dataset/images/train/ID_ZGNPOK.jpg
ID_ZGNPOK.jpg,healthy,1.0,1.0,132.0,223.0,322.0,2,dataset/images/train/ID_ZGNPOK.jpg
ID_ZGNPOK.jpg,healthy,1.0,35.0,57.0,414.0,317.0,2,dataset/images/train/ID_ZGNPOK.jpg
ID_Xed2WZ.jpg,healthy,1.0,13.0,122.0,327.0,375.0,2,dataset/images/train/ID_Xed2WZ.jpg
ID_Xed2WZ.jpg,healthy,1.0,178.0,209.0,403.0,382.0,2,dataset/images/train/ID_Xed2WZ.jpg
ID_Xed2WZ.jpg,healthy,1.0,18.0,2.0,230.0,184.0,2,dataset/images/train/ID_Xed2WZ.jpg
ID_Xed2WZ.jpg,healthy,1.0,148.0,71.0,416.0,249.0,2,dataset/images/train/ID_Xed2WZ.jpg
ID_Xed2WZ.jpg,healthy,1.0,187.0,10.0,376.0,149.0,2,dataset/images/train/ID_Xed2WZ.jpg
ID_AfcaJL.jpg,healthy,1.0,27.0,152.0,291.0,366.0,2,dataset/images/train/ID_AfcaJL.jpg
ID_AfcaJL.jpg,healthy,1.0,300.0,141.0,405.0,256.0,2,dataset/images/train/ID_AfcaJL.jpg
ID_AfcaJL.jpg,healthy,1.0,33.0,10.0,168.0,86.0,2,dataset/images/train/ID_AfcaJL.jpg
ID_Iitfbw.jpg,healthy,1.0,729.0,185.0,2807.0,1604.0,2,dataset/images/train/ID_Iitfbw.jpg
ID_Wc1TP1.jpg,healthy,1.0,257.0,797.0,1910.0,1380.0,2,dataset/images/train/ID_Wc1TP1.jpg
ID_Wc1TP1.jpg,healthy,1.0,1009.0,1170.0,2472.0,1901.0,2,dataset/images/train/ID_Wc1TP1.jpg
ID_Wc1TP1.jpg,healthy,1.0,1077.0,506.0,3129.0,1102.0,2,dataset/images/train/ID_Wc1TP1.jpg
ID_K7TuM3.jpg,healthy,1.0,1240.0,557.0,2993.0,1774.0,2,dataset/images/train/ID_K7TuM3.jpg
ID_K7TuM3.jpg,healthy,1.0,2737.0,1139.0,3264.0,1604.0,2,dataset/images/train/ID_K7TuM3.jpg
ID_SWcw7I.jpg,healthy,1.0,9.0,1.0,174.0,88.0,2,dataset/images/train/ID_SWcw7I.jpg
ID_SWcw7I.jpg,healthy,1.0,178.0,1.0,378.0,95.0,2,dataset/images/train/ID_SWcw7I.jpg
ID_SWcw7I.jpg,healthy,1.0,1.0,83.0,371.0,290.0,2,dataset/images/train/ID_SWcw7I.jpg
ID_SWcw7I.jpg,healthy,1.0,1.0,194.0,285.0,416.0,2,dataset/images/train/ID_SWcw7I.jpg
ID_WWZjhY.jpg,healthy,1.0,61.0,1.0,325.0,412.0,2,dataset/images/train/ID_WWZjhY.jpg
ID_WWZjhY.jpg,healthy,1.0,1.0,1.0,213.0,305.0,2,dataset/images/train/ID_WWZjhY.jpg
ID_WWZjhY.jpg,healthy,1.0,215.0,121.0,405.0,391.0,2,dataset/images/train/ID_WWZjhY.jpg
ID_WWZjhY.jpg,healthy,1.0,251.0,26.0,411.0,192.0,2,dataset/images/train/ID_WWZjhY.jpg
ID_WWZjhY.jpg,healthy,1.0,208.0,1.0,392.0,100.0,2,dataset/images/train/ID_WWZjhY.jpg
ID_GUwcHZ.JPG,healthy,1.0,526.0,341.0,1867.0,1272.0,2,dataset/images/train/ID_GUwcHZ.JPG
ID_GUwcHZ.JPG,healthy,1.0,1706.0,1405.0,2577.0,1995.0,2,dataset/images/train/ID_GUwcHZ.JPG
ID_GUwcHZ.JPG,healthy,1.0,1453.0,1710.0,1963.0,1959.0,2,dataset/images/train/ID_GUwcHZ.JPG
ID_GUwcHZ.JPG,healthy,1.0,2039.0,1794.0,3260.0,2151.0,2,dataset/images/train/ID_GUwcHZ.JPG
ID_GUwcHZ.JPG,healthy,1.0,2710.0,618.0,3264.0,1047.0,2,dataset/images/train/ID_GUwcHZ.JPG
ID_VjNim4.jpg,healthy,1.0,46.0,70.0,379.0,301.0,2,dataset/images/train/ID_VjNim4.jpg
ID_VjNim4.jpg,healthy,1.0,131.0,1.0,351.0,144.0,2,dataset/images/train/ID_VjNim4.jpg
ID_VjNim4.jpg,healthy,1.0,24.0,1.0,138.0,61.0,2,dataset/images/train/ID_VjNim4.jpg
ID_J7ff4w.jpg,healthy,1.0,170.0,244.0,412.0,416.0,2,dataset/images/train/ID_J7ff4w.jpg
ID_J7ff4w.jpg,healthy,1.0,127.0,69.0,381.0,334.0,2,dataset/images/train/ID_J7ff4w.jpg
ID_J7ff4w.jpg,healthy,1.0,12.0,264.0,144.0,385.0,2,dataset/images/train/ID_J7ff4w.jpg
ID_b3yuEc.jpg,healthy,1.0,478.0,441.0,2927.0,1758.0,2,dataset/images/train/ID_b3yuEc.jpg
ID_b3yuEc.jpg,healthy,1.0,48.0,0.0,1959.0,578.0,2,dataset/images/train/ID_b3yuEc.jpg
ID_b3yuEc.jpg,healthy,1.0,2039.0,0.0,2794.0,357.0,2,dataset/images/train/ID_b3yuEc.jpg
ID_iU4RDH.jpg,healthy,1.0,124.0,710.0,2160.0,1814.0,2,dataset/images/train/ID_iU4RDH.jpg
ID_iU4RDH.jpg,healthy,1.0,2015.0,742.0,3160.0,1461.0,2,dataset/images/train/ID_iU4RDH.jpg
ID_iU4RDH.jpg,healthy,1.0,2128.0,477.0,3103.0,931.0,2,dataset/images/train/ID_iU4RDH.jpg
ID_iU4RDH.jpg,healthy,1.0,2100.0,1236.0,3236.0,1722.0,2,dataset/images/train/ID_iU4RDH.jpg
ID_iU4RDH.jpg,healthy,1.0,594.0,425.0,1582.0,931.0,2,dataset/images/train/ID_iU4RDH.jpg
ID_iU4RDH.jpg,healthy,1.0,1642.0,1605.0,2871.0,2095.0,2,dataset/images/train/ID_iU4RDH.jpg
ID_yD25By.jpg,healthy,1.0,887.0,675.0,2228.0,1420.0,2,dataset/images/train/ID_yD25By.jpg
ID_BRbYvs.JPG,healthy,1.0,1144.0,903.0,1803.0,1292.0,2,dataset/images/train/ID_BRbYvs.JPG
ID_wE7I74.jpg,healthy,1.0,70.0,1.0,276.0,413.0,2,dataset/images/train/ID_wE7I74.jpg
ID_wE7I74.jpg,healthy,1.0,2.0,123.0,115.0,405.0,2,dataset/images/train/ID_wE7I74.jpg
ID_iXCKHh.jpg,healthy,1.0,77.0,144.0,328.0,399.0,2,dataset/images/train/ID_iXCKHh.jpg
ID_iXCKHh.jpg,healthy,1.0,155.0,43.0,265.0,177.0,2,dataset/images/train/ID_iXCKHh.jpg
ID_iXCKHh.jpg,healthy,1.0,167.0,1.0,338.0,95.0,2,dataset/images/train/ID_iXCKHh.jpg
ID_nqoWxQ.jpg,healthy,1.0,166.0,224.0,402.0,416.0,2,dataset/images/train/ID_nqoWxQ.jpg
ID_nqoWxQ.jpg,healthy,1.0,117.0,39.0,280.0,370.0,2,dataset/images/train/ID_nqoWxQ.jpg
ID_nqoWxQ.jpg,healthy,1.0,6.0,301.0,167.0,414.0,2,dataset/images/train/ID_nqoWxQ.jpg
ID_noBhbx.jpg,healthy,1.0,1.0,3.0,77.0,293.0,2,dataset/images/train/ID_noBhbx.jpg
ID_noBhbx.jpg,healthy,1.0,1.0,142.0,52.0,342.0,2,dataset/images/train/ID_noBhbx.jpg
ID_noBhbx.jpg,healthy,1.0,15.0,314.0,136.0,416.0,2,dataset/images/train/ID_noBhbx.jpg
ID_noBhbx.jpg,healthy,1.0,50.0,266.0,318.0,384.0,2,dataset/images/train/ID_noBhbx.jpg
ID_noBhbx.jpg,healthy,1.0,73.0,164.0,358.0,341.0,2,dataset/images/train/ID_noBhbx.jpg
ID_noBhbx.jpg,healthy,1.0,29.0,1.0,214.0,266.0,2,dataset/images/train/ID_noBhbx.jpg
ID_tkxCxR.jpg,healthy,1.0,711.0,757.0,2749.0,1739.0,2,dataset/images/train/ID_tkxCxR.jpg
ID_gLMB9J.jpg,healthy,1.0,80.0,121.0,272.0,312.0,2,dataset/images/train/ID_gLMB9J.jpg
ID_gLMB9J.jpg,healthy,1.0,18.0,112.0,113.0,190.0,2,dataset/images/train/ID_gLMB9J.jpg
ID_gLMB9J.jpg,healthy,1.0,267.0,325.0,396.0,416.0,2,dataset/images/train/ID_gLMB9J.jpg
ID_DpqmF9.jpg,healthy,1.0,1333.0,750.0,3089.0,1739.0,2,dataset/images/train/ID_DpqmF9.jpg
ID_PSDhd8.jpg,healthy,1.0,674.0,389.0,1714.0,1369.0,2,dataset/images/train/ID_PSDhd8.jpg
ID_PSDhd8.jpg,healthy,1.0,859.0,1144.0,2505.0,2147.0,2,dataset/images/train/ID_PSDhd8.jpg
ID_PSDhd8.jpg,healthy,1.0,0.0,1814.0,554.0,2448.0,2,dataset/images/train/ID_PSDhd8.jpg
ID_msAIUG.jpg,healthy,1.0,187.0,266.0,375.0,416.0,2,dataset/images/train/ID_msAIUG.jpg
ID_msAIUG.jpg,healthy,1.0,162.0,169.0,416.0,410.0,2,dataset/images/train/ID_msAIUG.jpg
ID_Jhes8L.jpg,healthy,1.0,975.0,235.0,2594.0,1874.0,2,dataset/images/train/ID_Jhes8L.jpg
ID_Jhes8L.jpg,healthy,1.0,2600.0,1894.0,3162.0,2382.0,2,dataset/images/train/ID_Jhes8L.jpg
ID_myVubk.jpg,healthy,1.0,1.0,4.0,121.0,122.0,2,dataset/images/train/ID_myVubk.jpg
ID_myVubk.jpg,healthy,1.0,91.0,1.0,258.0,138.0,2,dataset/images/train/ID_myVubk.jpg
ID_myVubk.jpg,healthy,1.0,40.0,47.0,335.0,231.0,2,dataset/images/train/ID_myVubk.jpg
ID_myVubk.jpg,healthy,1.0,17.0,205.0,102.0,294.0,2,dataset/images/train/ID_myVubk.jpg
ID_myVubk.jpg,healthy,1.0,75.0,249.0,151.0,412.0,2,dataset/images/train/ID_myVubk.jpg
ID_beqKaG.jpg,healthy,1.0,671.0,355.0,1831.0,2596.0,2,dataset/images/train/ID_beqKaG.jpg
ID_beqKaG.jpg,healthy,1.0,1138.0,0.0,2448.0,1168.0,2,dataset/images/train/ID_beqKaG.jpg
ID_beqKaG.jpg,healthy,1.0,250.0,903.0,798.0,1695.0,2,dataset/images/train/ID_beqKaG.jpg
ID_sdWS5r.jpg,healthy,1.0,40.0,493.0,3095.0,1886.0,2,dataset/images/train/ID_sdWS5r.jpg
ID_NjI84l.jpg,healthy,1.0,915.0,357.0,3264.0,1593.0,2,dataset/images/train/ID_NjI84l.jpg
ID_NjI84l.jpg,healthy,1.0,699.0,1047.0,1995.0,1923.0,2,dataset/images/train/ID_NjI84l.jpg
ID_NjI84l.jpg,healthy,1.0,0.0,369.0,767.0,2043.0,2,dataset/images/train/ID_NjI84l.jpg
ID_NjI84l.jpg,healthy,1.0,257.0,0.0,2180.0,533.0,2,dataset/images/train/ID_NjI84l.jpg
ID_grwgyO.jpg,healthy,1.0,77.0,125.0,391.0,416.0,2,dataset/images/train/ID_grwgyO.jpg
ID_grwgyO.jpg,healthy,1.0,154.0,340.0,276.0,416.0,2,dataset/images/train/ID_grwgyO.jpg
ID_grwgyO.jpg,healthy,1.0,9.0,23.0,101.0,238.0,2,dataset/images/train/ID_grwgyO.jpg
ID_c0WXYW.jpg,healthy,1.0,941.0,1034.0,2174.0,1833.0,2,dataset/images/train/ID_c0WXYW.jpg
ID_b0EPfG.jpg,healthy,1.0,432.0,529.0,2620.0,1687.0,2,dataset/images/train/ID_b0EPfG.jpg
ID_H3Skct.jpg,healthy,1.0,130.0,331.0,302.0,416.0,2,dataset/images/train/ID_H3Skct.jpg
ID_H3Skct.jpg,healthy,1.0,195.0,202.0,416.0,382.0,2,dataset/images/train/ID_H3Skct.jpg
ID_H3Skct.jpg,healthy,1.0,78.0,63.0,373.0,333.0,2,dataset/images/train/ID_H3Skct.jpg
ID_H3Skct.jpg,healthy,1.0,1.0,5.0,169.0,248.0,2,dataset/images/train/ID_H3Skct.jpg
ID_HBITZK.jpg,healthy,1.0,52.0,48.0,416.0,298.0,2,dataset/images/train/ID_HBITZK.jpg
ID_HBITZK.jpg,healthy,1.0,296.0,382.0,377.0,416.0,2,dataset/images/train/ID_HBITZK.jpg
ID_HBITZK.jpg,healthy,1.0,36.0,6.0,178.0,172.0,2,dataset/images/train/ID_HBITZK.jpg
ID_P02DsG.JPG,healthy,1.0,935.0,690.0,1775.0,1220.0,2,dataset/images/train/ID_P02DsG.JPG
ID_P02DsG.JPG,healthy,1.0,1594.0,220.0,2056.0,1348.0,2,dataset/images/train/ID_P02DsG.JPG
ID_P02DsG.JPG,healthy,1.0,1875.0,566.0,2549.0,1292.0,2,dataset/images/train/ID_P02DsG.JPG
ID_P02DsG.JPG,healthy,1.0,2489.0,176.0,3264.0,1413.0,2,dataset/images/train/ID_P02DsG.JPG
ID_Kyt9hn.JPG,healthy,1.0,1140.0,819.0,2429.0,1585.0,2,dataset/images/train/ID_Kyt9hn.JPG
ID_Kyt9hn.JPG,healthy,1.0,2573.0,1316.0,3264.0,2047.0,2,dataset/images/train/ID_Kyt9hn.JPG
ID_Kyt9hn.JPG,healthy,1.0,2401.0,216.0,2859.0,582.0,2,dataset/images/train/ID_Kyt9hn.JPG
ID_Kyt9hn.JPG,healthy,1.0,149.0,505.0,799.0,1087.0,2,dataset/images/train/ID_Kyt9hn.JPG
ID_DLEviT.jpg,healthy,1.0,110.0,84.0,389.0,292.0,2,dataset/images/train/ID_DLEviT.jpg
ID_DLEviT.jpg,healthy,1.0,97.0,8.0,313.0,172.0,2,dataset/images/train/ID_DLEviT.jpg
ID_DLEviT.jpg,healthy,1.0,103.0,378.0,179.0,416.0,2,dataset/images/train/ID_DLEviT.jpg
ID_kskTEI.jpg,healthy,1.0,82.0,301.0,229.0,412.0,2,dataset/images/train/ID_kskTEI.jpg
ID_kskTEI.jpg,healthy,1.0,135.0,75.0,300.0,399.0,2,dataset/images/train/ID_kskTEI.jpg
ID_kskTEI.jpg,healthy,1.0,229.0,301.0,409.0,403.0,2,dataset/images/train/ID_kskTEI.jpg
ID_kskTEI.jpg,healthy,1.0,241.0,163.0,412.0,355.0,2,dataset/images/train/ID_kskTEI.jpg
ID_kskTEI.jpg,healthy,1.0,247.0,133.0,329.0,276.0,2,dataset/images/train/ID_kskTEI.jpg
ID_mZIMQr.jpg,healthy,1.0,35.0,107.0,382.0,389.0,2,dataset/images/train/ID_mZIMQr.jpg
ID_mZIMQr.jpg,healthy,1.0,56.0,326.0,365.0,416.0,2,dataset/images/train/ID_mZIMQr.jpg
ID_zISXvq.JPG,healthy,1.0,1128.0,0.0,2983.0,983.0,2,dataset/images/train/ID_zISXvq.JPG
ID_zISXvq.JPG,healthy,1.0,1204.0,802.0,2674.0,1790.0,2,dataset/images/train/ID_zISXvq.JPG
ID_zISXvq.JPG,healthy,1.0,0.0,1116.0,1361.0,2412.0,2,dataset/images/train/ID_zISXvq.JPG
ID_zISXvq.JPG,healthy,1.0,0.0,465.0,787.0,1465.0,2,dataset/images/train/ID_zISXvq.JPG
ID_zISXvq.JPG,healthy,1.0,1421.0,1605.0,2433.0,2448.0,2,dataset/images/train/ID_zISXvq.JPG
ID_zISXvq.JPG,healthy,1.0,2497.0,706.0,3264.0,1830.0,2,dataset/images/train/ID_zISXvq.JPG
ID_oYVWan.jpg,healthy,1.0,123.0,152.0,319.0,390.0,2,dataset/images/train/ID_oYVWan.jpg
ID_oYVWan.jpg,healthy,1.0,245.0,220.0,368.0,352.0,2,dataset/images/train/ID_oYVWan.jpg
ID_UVafxc.jpg,healthy,1.0,792.0,269.0,2032.0,838.0,2,dataset/images/train/ID_UVafxc.jpg
ID_UVafxc.jpg,healthy,1.0,772.0,811.0,2925.0,1475.0,2,dataset/images/train/ID_UVafxc.jpg
ID_UVafxc.jpg,healthy,1.0,630.0,1393.0,2329.0,1955.0,2,dataset/images/train/ID_UVafxc.jpg
ID_QrmDc5.jpg,healthy,1.0,177.0,578.0,2903.0,1754.0,2,dataset/images/train/ID_QrmDc5.jpg
ID_g9YBx7.jpg,healthy,1.0,119.0,62.0,380.0,326.0,2,dataset/images/train/ID_g9YBx7.jpg
ID_g9YBx7.jpg,healthy,1.0,277.0,331.0,345.0,409.0,2,dataset/images/train/ID_g9YBx7.jpg
ID_qiWsUa.jpg,healthy,1.0,711.0,0.0,2153.0,567.0,2,dataset/images/train/ID_qiWsUa.jpg
ID_qiWsUa.jpg,healthy,1.0,745.0,378.0,2607.0,1183.0,2,dataset/images/train/ID_qiWsUa.jpg
ID_qiWsUa.jpg,healthy,1.0,799.0,1177.0,2451.0,1847.0,2,dataset/images/train/ID_qiWsUa.jpg
ID_aRqRTg.jpg,healthy,1.0,236.0,186.0,386.0,315.0,2,dataset/images/train/ID_aRqRTg.jpg
ID_aRqRTg.jpg,healthy,1.0,226.0,274.0,337.0,400.0,2,dataset/images/train/ID_aRqRTg.jpg
ID_aRqRTg.jpg,healthy,1.0,267.0,242.0,416.0,394.0,2,dataset/images/train/ID_aRqRTg.jpg
ID_aRqRTg.jpg,healthy,1.0,1.0,42.0,60.0,171.0,2,dataset/images/train/ID_aRqRTg.jpg
ID_Tg68nW.jpg,healthy,1.0,98.0,111.0,409.0,330.0,2,dataset/images/train/ID_Tg68nW.jpg
ID_LfZ3rS.jpg,healthy,1.0,337.0,238.0,416.0,407.0,2,dataset/images/train/ID_LfZ3rS.jpg
ID_LfZ3rS.jpg,healthy,1.0,180.0,104.0,394.0,411.0,2,dataset/images/train/ID_LfZ3rS.jpg
ID_LfZ3rS.jpg,healthy,1.0,15.0,269.0,174.0,376.0,2,dataset/images/train/ID_LfZ3rS.jpg
ID_zxqqnj.jpg,healthy,1.0,1.0,60.0,413.0,388.0,2,dataset/images/train/ID_zxqqnj.jpg
ID_Qo35sd.jpg,healthy,1.0,89.0,9.0,412.0,416.0,2,dataset/images/train/ID_Qo35sd.jpg
ID_Qo35sd.jpg,healthy,1.0,330.0,13.0,416.0,337.0,2,dataset/images/train/ID_Qo35sd.jpg
ID_faUGsw.jpg,healthy,1.0,290.0,344.0,399.0,406.0,2,dataset/images/train/ID_faUGsw.jpg
ID_faUGsw.jpg,healthy,1.0,56.0,110.0,358.0,399.0,2,dataset/images/train/ID_faUGsw.jpg
ID_faUGsw.jpg,healthy,1.0,27.0,37.0,213.0,336.0,2,dataset/images/train/ID_faUGsw.jpg
ID_faUGsw.jpg,healthy,1.0,10.0,22.0,62.0,149.0,2,dataset/images/train/ID_faUGsw.jpg
ID_YHgATe.jpg,healthy,1.0,744.0,0.0,2062.0,1836.0,2,dataset/images/train/ID_YHgATe.jpg
ID_YHgATe.jpg,healthy,1.0,1093.0,844.0,2938.0,1984.0,2,dataset/images/train/ID_YHgATe.jpg
ID_YHgATe.jpg,healthy,1.0,969.0,1705.0,3264.0,2448.0,2,dataset/images/train/ID_YHgATe.jpg
ID_N2cWol.jpg,healthy,1.0,134.0,161.0,288.0,306.0,2,dataset/images/train/ID_N2cWol.jpg
ID_N2cWol.jpg,healthy,1.0,158.0,314.0,215.0,373.0,2,dataset/images/train/ID_N2cWol.jpg
ID_N2cWol.jpg,healthy,1.0,337.0,207.0,403.0,296.0,2,dataset/images/train/ID_N2cWol.jpg
ID_N2cWol.jpg,healthy,1.0,386.0,213.0,414.0,299.0,2,dataset/images/train/ID_N2cWol.jpg
ID_N2cWol.jpg,healthy,1.0,386.0,323.0,413.0,404.0,2,dataset/images/train/ID_N2cWol.jpg
ID_iDXRHa.jpg,healthy,1.0,85.0,150.0,255.0,339.0,2,dataset/images/train/ID_iDXRHa.jpg
