YEAR,DISTRICT ,SCHOOL,TOTAL CANDIDATES,TOTAL DIV 1,% DIV 1,TOTAL DIV 2,% DIV 2,TOTAL DIV 3,% DIV 3,TOTAL DIV 4,% DIV 4,TOTAL DIV 7,% DIV 7,TOTAL DIV 9,% DIV 9,TOTAL X,% X,FEMALE CANDIDATES,FEMALE TOTAL DIV1 ,FEMALE % DIV1 ,FEMALE TOTAL DIV2 ,FEMALE % DIV2,FEMALE TOTAL DIV3,FEMALE % DIV3,FEMALE TOTAL DIV4,FEMALE % DIV4,FEMALE TOTAL DIV7,FEMALE % DIV7,FEMALE TOTAL DIV9,FEMALE % DIV9,FEMALE TOTAL X,FEMALE % X ,MALE CANDIDATES,MALE TOTAL DIV1 ,MALE % DIV1 ,MALE TOTAL DIV2 ,MALE % DIV2,MALE TOTAL DIV3,MALE % DIV3,MALE TOTAL DIV4,MALE % DIV4 ,MALE TOTAL DIV7 ,MALE % DIV7,MALE TOTAL DIV9 ,MALE % DIV9,MALE TOTAL X ,MALE % X
2011,WAKISO,"TRINITY COLLEGE,NABBINGO",192,170,88.5,21,10.9,,0,,0,1,0.5,,0,,0,192,170,88.5,21,10.9,,0,,0,1,0.5,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,MUKONO,"ST.JOSEPH'S SECONDARY SCHOOL,NAGGALAMA",222,195,87.8,26,11.7,1,0.5,,0,,0,,0,,0,100,83,83,17,17,,0,,0,,0,,0,,0,122,,91.8,112,7.4,9,0.8,1,0,,0,,0,,0
2011,WAKISO,KISUBI SEMINARY,49,43,87.8,6,12.2,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,49,,87.8,43,12.2,6,0,,0,,0,,0,,0
2011,LUWERO,NDEJJE SECONDARY SCHOOL,203,178,87.7,22,10.8,1,0.5,,0,,0,,0,2,1,88,71,80.7,16,18.2,1,1.1,,0,,0,,0,,0,115,,93,107,5.2,6,0,,0,,0,,0,,1.7
2011,MOROTO,"NADIKET SEMINARY,MOROTO",15,13,86.7,2,13.3,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,15,,86.7,13,13.3,2,0,,0,,0,,0,,0
2011,MPIGI,ST.JOSEPH OF NAZARETH H/S,36,31,86.1,5,13.9,,0,,0,,0,,0,,0,20,16,80,4,20,,0,,0,,0,,0,,0,16,,93.8,15,6.3,1,0,,0,,0,,0,,0
2011,KAMPALA,NABISUNSA GIRLS' SCHOOL,202,173,85.6,26,12.9,3,1.5,,0,,0,,0,,0,202,173,85.6,26,12.9,3,1.5,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,MUKONO,SEETA HIGH SCHOOL,235,201,85.5,33,14,,0,,0,,0,,0,1,0.4,116,91,78.4,25,21.6,,0,,0,,0,,0,,0,119,,92.4,110,6.7,8,0,,0,,0,,0,,0.8
2011,WAKISO,"NAALYA SECONDARY SCHOOL,NAMUGONGO",149,127,85.2,20,13.4,2,1.3,,0,,0,,0,,0,63,46,73,15,23.8,2,3.2,,0,,0,,0,,0,86,,94.2,81,5.8,5,0,,0,,0,,0,,0
2011,MBARARA,MBARARA HIGH SCHOOL,206,175,85,29,14.1,1,0.5,,0,,0,,0,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,206,,85,175,14.1,29,0.5,1,0,,0,,0,,0.5
2011,BUSHENYI MAIN,BWERANYANGI GIRLS' SCHOOL,240,203,84.6,37,15.4,,0,,0,,0,,0,,0,240,203,84.6,37,15.4,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,KAMPALA,KIBULI SECONDARY SCHOOL,262,219,83.6,35,13.4,5,1.9,2,0.8,,0,,0,1,0.4,90,69,76.7,17,18.9,3,3.3,,0,,0,,0,1,1.1,172,,87.2,150,10.5,18,1.2,2,1.2,2,0,,0,,0
2011,WAKISO,LONDON COLLEGE OF ST.LAWRENCE,52,43,82.7,9,17.3,,0,,0,,0,,0,,0,20,15,75,5,25,,0,,0,,0,,0,,0,32,,87.5,28,12.5,4,0,,0,,0,,0,,0
2011,KAMPALA,KAWEMPE MUSLIM SECONDARY SCHOOL,193,159,82.4,33,17.1,1,0.5,,0,,0,,0,,0,87,69,79.3,17,19.5,1,1.1,,0,,0,,0,,0,106,,84.9,90,15.1,16,0,,0,,0,,0,,0
2011,WAKISO,"MERRYLAND HIGH SCHOOL,ENTEBBE",121,99,81.8,19,15.7,2,1.7,,0,,0,,0,1,0.8,52,37,71.2,12,23.1,2,3.8,,0,,0,,0,1,1.9,69,,89.9,62,10.1,7,0,,0,,0,,0,,0
2011,BUIKWE,"ST.JOSEPH'S SEMINARY,NYENGA",39,31,79.5,8,20.5,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,39,,79.5,31,20.5,8,0,,0,,0,,0,,0
2011,WAKISO,TURKISH LIGHT ACADEMY,65,51,78.5,13,20,1,1.5,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,65,,78.5,51,20,13,1.5,1,0,,0,,0,,0
2011,RUKUNGIRI,IMMACULATE HEART GIRLS SCHOOL,190,149,78.4,41,21.6,,0,,0,,0,,0,,0,190,149,78.4,41,21.6,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,MBARARA,"ST.JOSEPH'S VOCATIONAL SCHOOL,MBARARA",115,84,73,29,25.2,1,0.9,,0,,0,,0,1,0.9,0,,0,,0,,0,,0,,0,,0,,0,115,,73,84,25.2,29,0.9,1,0,,0,,0,,0.9
2011,MUKONO,"SEETA HIGH SCHOOL,MUKONO",240,175,72.9,59,24.6,6,2.5,,0,,0,,0,,0,95,67,70.5,26,27.4,2,2.1,,0,,0,,0,,0,145,,74.5,108,22.8,33,2.8,4,0,,0,,0,,0
2011,KOLE,"ST.MARY'S GIRLS' COLLEGE,ABOKE",50,36,72,12,24,2,4,,0,,0,,0,,0,50,36,72,12,24,2,4,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,HOIMA,"ST.JOHN BOSCO SEMINARY,HOIMA",35,25,71.4,10,28.6,,0,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,35,,71.4,25,28.6,10,0,,0,,0,,0,,0
2011,KAMPALA,BP.CIPRIANO KIHANGIRE SECONDARY SCHOOL,242,171,70.7,65,26.9,5,2.1,,0,,0,,0,1,0.4,112,74,66.1,35,31.3,2,1.8,,0,,0,,0,1,0.9,130,,74.6,97,23.1,30,2.3,3,0,,0,,0,,0
2011,KAMPALA,MAKERERE COLLEGE SCHOOL,198,139,70.2,51,25.8,6,3,1,0.5,,0,,0,1,0.5,88,51,58,31,35.2,5,5.7,,0,,0,,0,1,1.1,110,,80,88,18.2,20,0.9,1,0.9,1,0,,0,,0
2011,MBALE,"ST.PAUL'S COLLEGE,MBALE",79,55,69.6,24,30.4,,0,,0,,0,,0,,0,38,25,65.8,13,34.2,,0,,0,,0,,0,,0,41,,73.2,30,26.8,11,0,,0,,0,,0,,0
2011,IGANGA,IGANGA SECONDARY SCHOOL,233,160,68.7,67,28.8,5,2.1,,0,,0,,0,1,0.4,231,159,68.8,66,28.6,5,2.2,,0,,0,,0,1,0.4,2,,50,1,50,1,0,,0,,0,,0,,0
2011,BUTAMBALA,GOMBE SECONDARY SCHOOL,307,209,68.1,81,26.4,14,4.6,1,0.3,,0,,0,2,0.7,150,90,60,45,30,13,8.7,,0,,0,,0,2,1.3,157,,75.8,119,22.9,36,0.6,1,0.6,1,0,,0,,0
2011,KIBAALE,"ST.EDWARD'S SCHOOL,BUKUUMI",62,42,67.7,19,30.6,,0,,0,,0,,0,1,1.6,23,11,47.8,12,52.2,,0,,0,,0,,0,,0,39,,79.5,31,17.9,7,0,,0,,0,,0,,2.6
2011,JINJA,JINJA COLLEGE,189,125,66.1,54,28.6,9,4.8,,0,,0,,0,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,189,,66.1,125,28.6,54,4.8,9,0,,0,,0,,0.5
2011,WAKISO,NAMIREMBE HILLSIDE HIGH SCHOOL,41,27,65.9,13,31.7,,0,,0,,0,,0,1,2.4,16,5,31.3,11,68.8,,0,,0,,0,,0,,0,25,,88,22,8,2,0,,0,,0,,0,,4
2011,WAKISO,SOS HERMANN GMEINER SECONDARY SCHOOL,35,23,65.7,8,22.9,4,11.4,,0,,0,,0,,0,15,8,53.3,5,33.3,2,13.3,,0,,0,,0,,0,20,,75,15,15,3,10,2,0,,0,,0,,0
2011,LUWERO,KATIKAMU SECONDARY SCHOOL,213,138,64.8,59,27.7,14,6.6,,0,,0,,0,2,0.9,94,55,58.5,26,27.7,12,12.8,,0,,0,,0,1,1.1,119,,69.7,83,27.7,33,1.7,2,0,,0,,0,,0.8
2011,TORORO,"ST.PETER'S COLLEGE,TORORO",102,66,64.7,31,30.4,5,4.9,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,102,,64.7,66,30.4,31,4.9,5,0,,0,,0,,0
2011,JINJA,"BUSOGA COLLEGE,MWIRI",174,111,63.8,54,31,8,4.6,1,0.6,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,174,,63.8,111,31,54,4.6,8,0.6,1,0,,0,,0
2011,MOROTO,"APOSTLES OF JESUS SEMINARY,MOROTO",22,14,63.6,6,27.3,1,4.5,1,4.5,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,22,,63.6,14,27.3,6,4.5,1,4.5,1,0,,0,,0
2011,WAKISO,"NAALYA SECONDARY SCHOOL,BWEYOGERERE",107,68,63.6,36,33.6,2,1.9,,0,,0,,0,1,0.9,58,37,63.8,20,34.5,,0,,0,,0,,0,1,1.7,49,,63.3,31,32.7,16,4.1,2,0,,0,,0,,0
2011,JINJA,"KIIRA COLLEGE,BUTIKI",183,113,61.7,57,31.1,12,6.6,,0,,0,,0,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,183,,61.7,113,31.1,57,6.6,12,0,,0,,0,,0.5
2011,KABALE,"BUKINDA SEMINARY,KABALE",47,29,61.7,17,36.2,1,2.1,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,47,,61.7,29,36.2,17,2.1,1,0,,0,,0,,0
2011,MUKONO,OUR LADY OF AFRICA SECONDARY SCHOOL,142,86,60.6,49,34.5,6,4.2,,0,,0,,0,1,0.7,76,41,53.9,32,42.1,2,2.6,,0,,0,,0,1,1.3,66,,68.2,45,25.8,17,6.1,4,0,,0,,0,,0
2011,KABALE,"ST.PAUL'S SEMINARY,KABALE",53,32,60.4,19,35.8,1,1.9,,0,,0,,0,1,1.9,0,,0,,0,,0,,0,,0,,0,,0,53,,60.4,32,35.8,19,1.9,1,0,,0,,0,,1.9
2011,MUBENDE,"SACRED HEART SEMINARY,MUBENDE",25,15,60,8,32,2,8,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,25,,60,15,32,8,8,2,0,,0,,0,,0
2011,LUWERO,ST.CYPRIAN CHAVANOD COLLEGE,27,16,59.3,9,33.3,2,7.4,,0,,0,,0,,0,17,8,47.1,8,47.1,1,5.9,,0,,0,,0,,0,10,,80,8,10,1,10,1,0,,0,,0,,0
2011,WAKISO,BUDDO SECONDARY SCHOOL,215,127,59.1,58,27,21,9.8,6,2.8,,0,1,0.5,2,0.9,99,58,58.6,27,27.3,13,13.1,1,1,,0,,0,,0,116,,59.5,69,26.7,31,6.9,8,4.3,5,0,,0.9,1,1.7
2011,WAKISO,"ST.KIZITO SECONDARY SCHOOL,KABOWA",43,25,58.1,10,23.3,2,4.7,,0,,0,,0,6,14,18,9,50,5,27.8,1,5.6,,0,,0,,0,3,16.7,25,,64,16,20,5,4,1,0,,0,,0,,12
2011,KALUNGU,"ST.THEREZA'S GIRLS' SS,BWANDA",148,85,57.4,45,30.4,13,8.8,1,0.7,,0,,0,4,2.7,148,85,57.4,45,30.4,13,8.8,1,0.7,,0,,0,4,2.7,0,,0,,0,,0,,0,,0,,0,,0
2011,WAKISO,"ST.AUGUSTINE'S COLLEGE,WAKISO",132,75,56.8,49,37.1,8,6.1,,0,,0,,0,,0,60,29,48.3,25,41.7,6,10,,0,,0,,0,,0,72,,63.9,46,33.3,24,2.8,2,0,,0,,0,,0
2011,HOIMA,"ST.ANDREA KAHWA'S COLLEGE,HOIMA",202,113,55.9,73,36.1,13,6.4,1,0.5,,0,,0,2,1,103,52,50.5,43,41.7,6,5.8,1,1,,0,,0,1,1,99,,61.6,61,30.3,30,7.1,7,0,,0,,0,,1
2011,MASINDI,KABALEGA SECONDARY SCHOOL,154,82,53.2,56,36.4,13,8.4,3,1.9,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,154,,53.2,82,36.4,56,8.4,13,1.9,3,0,,0,,0
2011,RUKUNGIRI,ST.CHARLES LWANGA SEMINARY,34,18,52.9,12,35.3,4,11.8,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,34,,52.9,18,35.3,12,11.8,4,0,,0,,0,,0
2011,MUKONO,"BISHOP CYPRIAN HIGH SCHOOL,KYABAKADDE",69,36,52.2,29,42,3,4.3,,0,,0,,0,1,1.4,24,8,33.3,13,54.2,2,8.3,,0,,0,,0,1,4.2,45,,62.2,28,35.6,16,2.2,1,0,,0,,0,,0
2011,WAKISO,"ST.MARY'S SECONDARY SCHOOL ANNEX,KITENDE",72,37,51.4,19,26.4,9,12.5,5,6.9,,0,1,1.4,1,1.4,25,9,36,11,44,3,12,1,4,,0,1,4,,0,47,,59.6,28,17,8,12.8,6,8.5,4,0,,0,,2.1
2011,LIRA,"DR.OBOTE COLLEGE,BOROBORO",129,66,51.2,59,45.7,4,3.1,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,129,,51.2,66,45.7,59,3.1,4,0,,0,,0,,0
2011,KABAROLE,NYAKASURA SCHOOL,91,46,50.5,41,45.1,2,2.2,1,1.1,,0,,0,1,1.1,15,6,40,6,40,1,6.7,1,6.7,,0,,0,1,6.7,76,,52.6,40,46.1,35,1.3,1,0,,0,,0,,0
2011,WAKISO,KISOZI HIGH SCHOOL,86,43,50,33,38.4,10,11.6,,0,,0,,0,,0,43,17,39.5,19,44.2,7,16.3,,0,,0,,0,,0,43,,60.5,26,32.6,14,7,3,0,,0,,0,,0
2011,KAMPALA,"BAPTIST HIGH SCHOOL,KITEBI",112,56,50,41,36.6,15,13.4,,0,,0,,0,,0,55,23,41.8,25,45.5,7,12.7,,0,,0,,0,,0,57,,57.9,33,28.1,16,14,8,0,,0,,0,,0
2011,SOROTI,"TESO COLLEGE,ALOET",281,140,49.8,97,34.5,33,11.7,10,3.6,,0,,0,1,0.4,0,,0,,0,,0,,0,,0,,0,,0,281,,49.8,140,34.5,97,11.7,33,3.6,10,0,,0,,0.4
2011,MASAKA MAIN,"BLESSED SACRAMENT SS,KIMAANYA",164,81,49.4,69,42.1,10,6.1,4,2.4,,0,,0,,0,68,21,30.9,37,54.4,6,8.8,4,5.9,,0,,0,,0,96,,62.5,60,33.3,32,4.2,4,0,,0,,0,,0
2011,NTUNGAMO,"STANDARD COLLEGE,NTUNGAMO",124,60,48.4,48,38.7,15,12.1,,0,1,0.8,,0,,0,56,20,35.7,28,50,8,14.3,,0,,0,,0,,0,68,,58.8,40,29.4,20,10.3,7,0,,1.5,1,0,,0
2011,MPIGI,"ST.MARIA GORETTI SS,KATENDE",180,87,48.3,80,44.4,12,6.7,1,0.6,,0,,0,,0,98,46,46.9,45,45.9,7,7.1,,0,,0,,0,,0,82,,50,41,42.7,35,6.1,5,1.2,1,0,,0,,0
2011,KAYUNGA,ST.KALEMBA SECONDARY SCHOOL,154,74,48.1,58,37.7,18,11.7,2,1.3,,0,,0,2,1.3,66,19,28.8,34,51.5,12,18.2,1,1.5,,0,,0,,0,88,,62.5,55,27.3,24,6.8,6,1.1,1,0,,0,,2.3
2011,BUSHENYI MAIN,ST.KAGGWA BUSHENYI HIGH SCHOOL,96,46,47.9,46,47.9,2,2.1,1,1,,0,,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,96,,47.9,46,47.9,46,2.1,2,1,1,0,,0,,1
2011,KAMPALA,LUBIRI SECONDARY SCHOOL,316,150,47.5,150,47.5,13,4.1,1,0.3,1,0.3,,0,1,0.3,137,57,41.6,74,54,6,4.4,,0,,0,,0,,0,179,,52,93,42.5,76,3.9,7,0.6,1,0.6,1,0,,0.6
2011,TORORO,NAGONGERA SEMINARY,34,16,47.1,18,52.9,,0,,0,,0,,0,,0,3,,0,3,100,,0,,0,,0,,0,,0,31,,51.6,16,48.4,15,0,,0,,0,,0,,0
2011,KAMPALA,RUBAGA GIRLS' SECONDARY SCHOOL,135,63,46.7,66,48.9,6,4.4,,0,,0,,0,,0,135,63,46.7,66,48.9,6,4.4,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,IBANDA,IBANDA SECONDARY SCHOOL,95,44,46.3,39,41.1,12,12.6,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,95,,46.3,44,41.1,39,12.6,12,0,,0,,0,,0
2011,TORORO,TORORO GIRLS' SCHOOL,234,108,46.2,110,47,14,6,,0,,0,,0,2,0.9,234,108,46.2,110,47,14,6,,0,,0,,0,2,0.9,0,,0,,0,,0,,0,,0,,0,,0
2011,MITYANA,MITYANA MODERN SECONDARY SCHOOL,167,77,46.1,71,42.5,16,9.6,3,1.8,,0,,0,,0,70,23,32.9,35,50,9,12.9,3,4.3,,0,,0,,0,97,,55.7,54,37.1,36,7.2,7,0,,0,,0,,0
2011,WAKISO,"BRETHREN MEMORIAL SCHOOL,MATUGGA",24,11,45.8,10,41.7,2,8.3,,0,,0,,0,1,4.2,14,6,42.9,6,42.9,2,14.3,,0,,0,,0,,0,10,,50,5,40,4,0,,0,,0,,0,,10
2011,NTUNGAMO,"MUNTUYERA HIGH SCHOOL,KITUNGA",177,81,45.8,82,46.3,10,5.6,3,1.7,1,0.6,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,177,,45.8,81,46.3,82,5.6,10,1.7,3,0.6,1,0,,0
2011,KAMPALA,MENGO SECONDARY SCHOOL,488,223,45.7,226,46.3,28,5.7,9,1.8,,0,,0,2,0.4,172,66,38.4,86,50,14,8.1,6,3.5,,0,,0,,0,316,,49.7,157,44.3,140,4.4,14,0.9,3,0,,0,,0.6
2011,WAKISO,"BRILLIANT HIGH SCHOOL,KAWEMPE",110,50,45.5,50,45.5,8,7.3,2,1.8,,0,,0,,0,52,16,30.8,27,51.9,7,13.5,2,3.8,,0,,0,,0,58,,58.6,34,39.7,23,1.7,1,0,,0,,0,,0
2011,KABALE,KIGEZI HIGH SCHOOL,161,73,45.3,79,49.1,7,4.3,,0,,0,,0,2,1.2,40,14,35,25,62.5,1,2.5,,0,,0,,0,,0,121,,48.8,59,44.6,54,5,6,0,,0,,0,,1.7
2011,ARUA,"STS.PETER &amp; PAUL SEMINARY,ARUA",18,8,44.4,7,38.9,2,11.1,,0,,0,,0,1,5.6,0,,0,,0,,0,,0,,0,,0,,0,18,,44.4,8,38.9,7,11.1,2,0,,0,,0,,5.6
2011,OTUKE,ADWARI SECONDARY SCHOOL,108,47,43.5,53,49.1,8,7.4,,0,,0,,0,,0,17,3,17.6,13,76.5,1,5.9,,0,,0,,0,,0,91,,48.4,44,44,40,7.7,7,0,,0,,0,,0
2011,BUSHENYI MAIN,"ST.MARY'S VOCATIONAL SCHOOL,KYAMUHUNGA",104,45,43.3,52,50,7,6.7,,0,,0,,0,,0,59,18,30.5,35,59.3,6,10.2,,0,,0,,0,,0,45,,60,27,37.8,17,2.2,1,0,,0,,0,,0
2011,WAKISO,OUR LADY OF GOOD COUNSEL,220,94,42.7,106,48.2,16,7.3,2,0.9,,0,,0,2,0.9,188,82,43.6,93,49.5,11,5.9,2,1.1,,0,,0,,0,32,,37.5,12,40.6,13,15.6,5,0,,0,,0,,6.3
2011,LUWERO,SSAKU SECONDARY SCHOOL,95,40,42.1,31,32.6,19,20,5,5.3,,0,,0,,0,43,17,39.5,14,32.6,10,23.3,2,4.7,,0,,0,,0,52,,44.2,23,32.7,17,17.3,9,5.8,3,0,,0,,0
2011,ARUA,"ST.JOSEPH'S COLLEGE,OMBACI",130,54,41.5,61,46.9,12,9.2,2,1.5,,0,,0,1,0.8,0,,0,,0,,0,,0,,0,,0,,0,130,,41.5,54,46.9,61,9.2,12,1.5,2,0,,0,,0.8
2011,KAMPALA,"MARIAM HIGH SCHOOL,KAMPALA",84,34,40.5,44,52.4,3,3.6,2,2.4,,0,,0,1,1.2,84,34,40.5,44,52.4,3,3.6,2,2.4,,0,,0,1,1.2,0,,0,,0,,0,,0,,0,,0,,0
2011,SOROTI,"JERESSAR HIGH SCHOOL,SOROTI",190,76,40,99,52.1,13,6.8,,0,,0,,0,2,1.1,78,16,20.5,49,62.8,11,14.1,,0,,0,,0,2,2.6,112,,53.6,60,44.6,50,1.8,2,0,,0,,0,,0
2011,KABAROLE,"ST.LEO'S COLLEGE,KYEGOBE",113,45,39.8,44,38.9,22,19.5,1,0.9,,0,,0,1,0.9,0,,0,,0,,0,,0,,0,,0,,0,113,,39.8,45,38.9,44,19.5,22,0.9,1,0,,0,,0.9
2011,KALUNGU,ST.CHARLES LWANGA GIRLS' TRAINING CENTRE,38,15,39.5,15,39.5,8,21.1,,0,,0,,0,,0,38,15,39.5,15,39.5,8,21.1,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0
2011,KABAROLE,"ST.MARY'S SEMINARY,FORT PORTAL",28,11,39.3,15,53.6,2,7.1,,0,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,28,,39.3,11,53.6,15,7.1,2,0,,0,,0,,0
2011,NEBBI,"ST.DANIEL COMBONI COLLEGE,NEBBI",23,9,39.1,9,39.1,4,17.4,1,4.3,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,23,,39.1,9,39.1,9,17.4,4,4.3,1,0,,0,,0
2011,WAKISO,"WITS COLLEGE,NAMULANDA",87,34,39.1,43,49.4,8,9.2,1,1.1,,0,1,1.1,,0,43,14,32.6,22,51.2,5,11.6,1,2.3,,0,1,2.3,,0,44,,45.5,20,47.7,21,6.8,3,0,,0,,0,,0
2011,NTUNGAMO,NTUNGAMO HIGH SCHOOL,105,41,39,55,52.4,7,6.7,,0,,0,,0,2,1.9,35,11,31.4,20,57.1,4,11.4,,0,,0,,0,,0,70,,42.9,30,50,35,4.3,3,0,,0,,0,,2.9
2011,KIRUHURA,SEDES SAPIENTIAE ACADEMIAE SS,41,16,39,18,43.9,4,9.8,,0,,0,,0,3,7.3,16,3,18.8,9,56.3,4,25,,0,,0,,0,,0,25,,52,13,36,9,0,,0,,0,,0,,12
2011,SHEEMA,"SACRED HEART SECONDARY SCHOOL,MUSHANGA",160,62,38.8,83,51.9,15,9.4,,0,,0,,0,,0,97,24,24.7,60,61.9,13,13.4,,0,,0,,0,,0,63,,60.3,38,36.5,23,3.2,2,0,,0,,0,,0
2011,WAKISO,"MAKERERE HIGH SCHOOL,MIGADDE",75,29,38.7,41,54.7,5,6.7,,0,,0,,0,,0,35,6,17.1,26,74.3,3,8.6,,0,,0,,0,,0,40,,57.5,23,37.5,15,5,2,0,,0,,0,,0
2011,GULU,"ST.JOSEPH'S COLLEGE,LAYIBI",172,66,38.4,73,42.4,27,15.7,6,3.5,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,0,172,,38.4,66,42.4,73,15.7,27,3.5,6,0,,0,,0
